Score,Ranked,Genres,Type,Episodes,Diffusion started,Diffusion ended,Season diffused,Producers,Licensors,Studios,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Year
5.87,4854,"Action, Adventure, Fantasy",TV,12.0,2020-04-05,2020-06-28,Spring 2020,"Half H.P Studio, Nippon Columbia",Funimation,C2C,Game,PG-13 - Teens 13 or older,25893,26,3235,9931.0,747,4355.0,7625.0,2020.0
5.867924528301887,4855,Historical,Movie,1.0,2019-08-23,2019-08-23,Summer 2019,Unknown,Unknown,"Yamamura Animation, Inc.",Novel,PG - Children,326,0,12,75.0,5,28.0,206.0,2019.0
5.864864864864865,4856,Kids,ONA,4.0,2014-03-28,2018-04-17,Winter 2014,Kamio Japan,Unknown,Unknown,Original,G - All Ages,242,0,32,37.0,6,32.0,135.0,2014.0
5.861386138613861,4858,"Adventure, Fantasy",Movie,1.0,2007-03-21,2007-03-21,Winter 2007,Sega,Unknown,Unknown,Card game,G - All Ages,424,1,20,159.0,16,0.0,0.0,2007.0
5.86,4859,Hentai,OVA,2.0,2001-06-15,2001-09-14,Spring 2001,Y.O.U.C,Unknown,Unknown,Unknown,Rx - Hentai,2455,10,176,1172.0,123,123.0,861.0,2001.0
5.86,4860,"Fantasy, Kids",OVA,1.0,2001-08-24,2001-08-24,Summer 2001,Sanrio,Unknown,Unknown,Unknown,G - All Ages,314,0,16,182.0,4,0.0,78.0,2001.0
5.86,4861,Slice of Life,ONA,4.0,2011-08-24,2013-06-03,Summer 2011,Unknown,Unknown,Pops Inc.,Original,G - All Ages,290,2,13,194.0,2,17.0,64.0,2011.0
5.86,4862,"Action, Adventure, Fantasy, Historical, Martial Arts",ONA,19.0,2015-04-04,2015-08-08,Spring 2015,Unknown,Unknown,Unknown,Novel,PG-13 - Teens 13 or older,1062,0,157,330.0,35,114.0,426.0,2015.0
5.86,4863,"Slice of Life, Comedy",TV,13.0,2015-10-04,2015-12-27,Fall 2015,Unknown,Unknown,"Production Reed, Asahi Production",Web manga,PG-13 - Teens 13 or older,26107,13,1501,16447.0,763,0.0,5162.0,2015.0
5.86,4864,"Action, Adventure, Fantasy, Mecha",TV,12.0,2015-10-04,2015-12-20,Fall 2015,"Bandai Visual, Lantis, Bushiroad, Good Smile Company, BS11, Sony PCL",Sentai Filmworks,8bit,Original,PG-13 - Teens 13 or older,97175,91,7794,45551.0,5326,17808.0,20696.0,2015.0
5.86,4865,Comedy,ONA,10.0,2017-06-05,2017-06-30,Spring 2017,"Production I.G, Anime Beans",Unknown,Unknown,Web manga,PG-13 - Teens 13 or older,1519,5,99,370.0,65,0.0,832.0,2017.0
5.86,4866,"Comedy, Psychological, Magic, School",ONA,2.0,2018-02-13,2018-03-22,Winter 2018,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,4137,4,578,1057.0,218,283.0,2001.0,2018.0
5.86,4867,"Music, Slice of Life",ONA,1.0,2018-05-19,2018-05-19,Spring 2018,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,668,0,24,406.0,6,0.0,207.0,2018.0
5.857142857142857,4868,"Demons, Kids",OVA,1.0,1994-12-22,1994-12-22,Fall 1994,Mushi Production,Unknown,Unknown,Unknown,G - All Ages,176,0,8,51.0,2,38.0,77.0,1994.0
5.85,4869,"Action, Sci-Fi, Demons",Movie,1.0,1990-12-01,1990-12-01,Fall 1990,Toho,Unknown,Production Reed,Other,PG-13 - Teens 13 or older,835,2,38,357.0,22,0.0,381.0,1990.0
5.85,4870,Hentai,OVA,2.0,2003-08-08,2003-11-14,Summer 2003,"Digital Works, Y.O.U.C",Unknown,Unknown,Visual novel,Rx - Hentai,3479,12,287,1717.0,161,0.0,0.0,2003.0
5.85,4871,"Action, Super Power, Drama",OVA,1.0,2003-11-21,2003-11-21,Fall 2003,Broccoli,Synch-Point,Madhouse,Card game,PG-13 - Teens 13 or older,3092,1,97,1440.0,93,90.0,1372.0,2003.0
5.85,4872,"Adventure, Kids, Magic, Fantasy",TV,52.0,2006-10-01,,Fall 2006,Unknown,Unknown,Unknown,Other,PG - Children,191,1,9,98.0,3,36.0,45.0,2006.0
5.85,4873,"Action, Adventure, Sci-Fi",ONA,2.0,2011-05-01,2012-03-01,Spring 2011,Unknown,Unknown,Unknown,Original,G - All Ages,1484,2,79,681.0,29,60.0,0.0,2011.0
5.85,4875,"Comedy, Mecha",TV,12.0,2013-02-06,2013-04-24,Winter 2013,"Tsubasa Entertainment, Just Production",Unknown,Bouncy,Unknown,PG-13 - Teens 13 or older,2094,4,138,697.0,98,0.0,777.0,2013.0
5.85,4876,"Game, School",ONA,2.0,2015-10-12,2016-01-24,Fall 2015,Unknown,Unknown,Studio Colorido,Other,G - All Ages,1757,4,48,1170.0,28,0.0,470.0,2015.0
5.85,4877,Slice of Life,ONA,4.0,2016-04-26,2016-07-28,Spring 2016,Craftar Studios,Unknown,dwarf,Picture book,G - All Ages,355,0,20,172.0,4,47.0,112.0,2016.0
5.85,4878,"Action, Game, Music, Fantasy",ONA,5.0,2017-06-14,2017-07-19,Spring 2017,XFLAG Pictures,Unknown,LIDENFILMS,Game,PG - Children,1896,3,167,654.0,60,104.0,911.0,2017.0
5.85,4879,Comedy,ONA,36.0,2019-06-24,2019-09-30,Spring 2019,Magic Capsule,Sentai Filmworks,AQUA ARIS,4-koma manga,Unknown,2444,1,205,450.0,68,0.0,1675.0,2019.0
5.8478260869565215,4880,"Drama, Romance",ONA,20.0,2018-08-03,2018-08-03,Summer 2018,Anime Beans,Unknown,Unknown,Manga,Unknown,981,4,91,65.0,35,46.0,744.0,2018.0
5.84,4882,"Adventure, Kids, Slice of Life",TV,26.0,1975-04-05,1975-09-27,Spring 1975,Knack Productions,Unknown,Unknown,Original,G - All Ages,774,2,23,481.0,27,0.0,138.0,1975.0
5.84,4883,Adventure,Movie,1.0,1979-06-30,1979-06-30,Spring 1979,Unknown,Unknown,Nippon Animation,Unknown,G - All Ages,549,1,24,281.0,13,0.0,186.0,1979.0
5.84,4884,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1.0,1989-04-08,1989-04-08,Spring 1989,Toshiba Entertainment,Unknown,Unknown,Manga,R - 17+ (violence & profanity),1187,2,55,482.0,35,40.0,575.0,1989.0
5.84,4885,"Adventure, Fantasy",OVA,2.0,1991-08-30,1991-08-30,Summer 1991,Unknown,Unknown,Ajia-Do,Unknown,G - All Ages,705,0,29,272.0,19,50.0,335.0,1991.0
5.84,4886,Comedy,OVA,1.0,1991-12-13,1991-12-13,Fall 1991,AIC,Unknown,animate Film,Manga,G - All Ages,718,1,28,382.0,8,27.0,273.0,1991.0
5.84,4887,"Comedy, Shounen, Sports",OVA,2.0,1997-01-21,1997-04-25,Winter 1997,Unknown,Central Park Media,"Rikuentai, Nikkatsu",Original,PG-13 - Teens 13 or older,4296,7,118,2747.0,61,98.0,0.0,1997.0
5.84,4888,"Hentai, School, Sports",OVA,2.0,2000-10-27,2000-12-15,Fall 2000,Pink Pineapple,NuTech Digital,Unknown,Visual novel,Rx - Hentai,2572,3,140,1527.0,93,122.0,690.0,2000.0
5.84,4889,"Action, Military, Sci-Fi",TV,26.0,2001-10-06,2002-03-30,Fall 2001,"TV Osaka, Plum",Unknown,Unknown,Original,PG-13 - Teens 13 or older,1237,1,73,237.0,73,0.0,735.0,2001.0
5.84,4890,Hentai,OVA,2.0,2004-04-09,2004-07-09,Spring 2004,Digital Works,Unknown,Y.O.U.C,Original,Rx - Hentai,4724,17,318,2899.0,202,194.0,1111.0,2004.0
5.84,4891,Hentai,OVA,2.0,2005-08-12,2005-11-11,Summer 2005,Y.O.U.C,Unknown,Unknown,Original,Rx - Hentai,4116,12,245,2460.0,146,0.0,1081.0,2005.0
5.84,4892,"Comedy, Slice of Life",TV,13.0,2013-01-03,2013-03-27,Winter 2013,"AT-X, Takeshobo, Dream Creation, SPO Entertainment",Unknown,Seven,4-koma manga,PG-13 - Teens 13 or older,26459,44,1060,14899.0,703,0.0,8058.0,2013.0
5.84,4893,"Game, Kids, Magic, Fantasy",TV,40.0,2014-09-09,2014-10-18,Summer 2014,Alpha Group Co. Ltd.,Unknown,Unknown,Original,G - All Ages,217,0,15,90.0,9,36.0,67.0,2014.0
5.84,4894,"Comedy, Kids",Special,1.0,2015-11-02,2015-11-02,Fall 2015,Sanrio,Unknown,Unknown,Other,G - All Ages,785,1,15,566.0,11,33.0,160.0,2015.0
5.84,4895,"Action, Sci-Fi, School",TV,12.0,2017-07-03,2017-09-18,Summer 2017,"flying DOG, Hakuhodo DY Music & Pictures, COLOPL",Sentai Filmworks,SILVER LINK.,Game,PG-13 - Teens 13 or older,20625,56,1770,5029.0,830,0.0,9531.0,2017.0
5.838709677419355,4896,"Sci-Fi, Adventure, Fantasy",Movie,1.0,2017-08-11,2017-08-11,Summer 2017,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,323,0,34,38.0,8,31.0,212.0,2017.0
5.837837837837838,4897,"Action, Adventure, Comedy, Fantasy",OVA,1.0,2020-02-28,2020-02-28,Winter 2020,Unknown,Unknown,Unknown,Game,Unknown,286,0,13,57.0,6,26.0,184.0,2020.0
5.833333333333333,4898,Adventure,Special,4.0,2006-12-22,2006-12-22,Fall 2006,Knack Productions,Unknown,Unknown,Book,G - All Ages,186,1,10,70.0,5,31.0,70.0,2006.0
5.83,4899,"Kids, Fantasy, Drama",Movie,1.0,1968-03-19,1968-03-19,Winter 1968,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,754,0,22,350.0,16,71.0,0.0,1968.0
5.83,4900,"Action, Comedy, Fantasy, Hentai, Horror, Mecha, Romance, Supernatural",OVA,6.0,1995-06-15,1995-11-22,Spring 1995,Pink Pineapple,"Nozomi Entertainment, Media Blasters",AIC,Manga,Rx - Hentai,2377,5,197,882.0,113,153.0,1032.0,1995.0
5.83,4901,"Action, Sci-Fi, Horror, Demons, Supernatural, Drama, Shoujo",OVA,1.0,1998-01-21,1998-01-21,Winter 1998,Toei Video,Urban Vision,"Madhouse, Production Reed",Manga,R+ - Mild Nudity,7316,15,201,4078.0,89,72.0,2876.0,1998.0
5.83,4902,"Action, Comedy, Parody, Sci-Fi",TV,14.0,1998-06-18,1998-09-17,Spring 1998,"Genco, Tokyo Kids",ADV Films,Unknown,Unknown,R+ - Mild Nudity,3746,16,113,1874.0,173,570.0,1016.0,1998.0
5.83,4903,Hentai,OVA,3.0,1999-07-09,1999-11-19,Summer 1999,Digital Works,Media Blasters,Unknown,Visual novel,Rx - Hentai,2077,5,153,1127.0,82,117.0,598.0,1999.0
5.83,4904,Hentai,OVA,1.0,2002-08-18,2002-08-18,Summer 2002,NuTech Digital,Unknown,Unknown,Manga,Rx - Hentai,2752,10,130,1884.0,85,102.0,551.0,2002.0
5.83,4905,Hentai,OVA,2.0,2006-12-08,2007-03-09,Fall 2006,"Digital Works, Y.O.U.C",Media Blasters,Unknown,Original,Rx - Hentai,2580,2,179,1419.0,112,124.0,746.0,2006.0
5.83,4906,"Adventure, Comedy, Kids, Sci-Fi",Special,1.0,2010-08-08,2010-08-08,Summer 2010,Unknown,Unknown,Madhouse,Other,G - All Ages,603,1,22,309.0,11,44.0,217.0,2010.0
5.83,4907,"Music, Dementia, Drama",ONA,1.0,2011-09-29,2011-09-29,Summer 2011,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,452,0,6,361.0,2,11.0,72.0,2011.0
5.83,4908,"Fantasy, Supernatural",ONA,1.0,2013-10-25,2013-10-25,Fall 2013,Unknown,Unknown,Unknown,Original,G - All Ages,406,0,7,308.0,3,12.0,76.0,2013.0
5.83,4909,"Cars, Comedy, Dementia, Music",Movie,1.0,2016-05-18,2016-05-18,Spring 2016,Unknown,Unknown,Unknown,Original,G - All Ages,213,0,5,156.0,0,13.0,39.0,2016.0
5.83,4910,"Comedy, Super Power, Shounen",ONA,10.0,2017-06-05,2017-07-21,Spring 2017,"Kadokawa, Anime Beans",Unknown,Oddjob,Manga,PG-13 - Teens 13 or older,1733,5,151,271.0,45,0.0,1186.0,2017.0
5.83,4911,"Psychological, School",TV,12.0,2017-10-11,2018-01-02,Fall 2017,Emon,Unknown,Haoliners Animation League,Web manga,R - 17+ (violence & profanity),62247,90,4660,29584.0,1722,8304.0,17977.0,2017.0
5.83,4912,"Adventure, Parody, Shounen",ONA,1.0,2019-07-29,2019-07-29,Summer 2019,Unknown,Unknown,Unknown,Other,G - All Ages,1896,12,66,1156.0,43,0.0,552.0,2019.0
5.828571428571428,4913,"Action, Sports, School",TV,26.0,1971-10-06,1972-03-29,Fall 1971,Unknown,Unknown,Toei Animation,Manga,G - All Ages,667,1,36,184.0,20,102.0,325.0,1971.0
5.827586206896552,4914,Drama,Movie,1.0,1917-10-18,1917-10-18,Fall 1917,Unknown,Unknown,Unknown,Original,G - All Ages,329,0,16,95.0,19,0.0,0.0,1917.0
5.825,4915,"Action, Drama",OVA,1.0,1987-12-21,1987-12-21,Fall 1987,Wako Productions,Unknown,Unknown,Unknown,Unknown,255,0,14,57.0,5,0.0,147.0,1987.0
5.82,4916,"Action, Adventure, Sci-Fi",OVA,6.0,1990-09-25,1991-02-25,Summer 1990,Artmic,Unknown,"AIC, Darts",Original,R - 17+ (violence & profanity),2303,11,84,1229.0,71,77.0,0.0,1990.0
5.82,4917,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Movie,1.0,1995-04-01,1995-04-01,Spring 1995,AIC,Unknown,Unknown,Unknown,R+ - Mild Nudity,2783,2,133,983.0,56,74.0,1537.0,1995.0
5.82,4918,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2.0,1996-12-13,1997-01-10,Fall 1996,Daiei,ADV Films,Unknown,Unknown,R+ - Mild Nudity,2427,1,86,1293.0,54,67.0,927.0,1996.0
5.82,4919,Hentai,OVA,3.0,2000-01-14,2000-06-23,Winter 2000,"Pink Pineapple, NuTech Digital",Unknown,Unknown,Visual novel,Rx - Hentai,2672,6,185,1482.0,100,135.0,770.0,2000.0
5.82,4920,"Comedy, Hentai",OVA,2.0,2000-07-14,2000-10-13,Summer 2000,Y.O.U.C,Unknown,Unknown,Visual novel,Rx - Hentai,2816,4,193,1410.0,115,136.0,0.0,2000.0
5.82,4921,"Action, Fantasy, Mecha",TV,28.0,2002-11-15,2003-05-30,Fall 2002,Starchild Records,Unknown,Zexcs,Original,PG-13 - Teens 13 or older,1649,2,102,413.0,82,121.0,931.0,2002.0
5.82,4922,Hentai,OVA,2.0,2006-01-25,2006-09-25,Winter 2006,"Milky Animation Label, JapanAnime",Unknown,Studio Jam,Visual novel,Rx - Hentai,3008,12,207,1637.0,145,133.0,886.0,2006.0
5.82,4923,"Music, Parody",ONA,1.0,2011-04-01,2011-04-01,Spring 2011,Nitroplus,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,18597,16,241,13631.0,143,173.0,4409.0,2011.0
5.82,4924,"Comedy, Romance, School",Special,1.0,2013-01-25,2013-01-25,Winter 2013,Unknown,Kadokawa,Trigger,Light novel,PG-13 - Teens 13 or older,4595,11,202,2505.0,62,0.0,1751.0,2013.0
5.82,4926,"Horror, Thriller",Movie,1.0,2016-08-18,2016-08-18,Summer 2016,Unknown,Unknown,Studio Dadashow,Unknown,R - 17+ (violence & profanity),5323,10,153,2927.0,70,111.0,2062.0,2016.0
5.82,4927,"Action, Drama, Fantasy, Sci-Fi",TV,12.0,2018-04-06,2018-06-22,Spring 2018,"TBS, NBCUniversal Entertainment Japan",Funimation,Seven Arcs Pictures,Light novel,R - 17+ (violence & profanity),46490,44,5320,12529.0,1799,7199.0,19643.0,2018.0
5.818181818181818,4929,"Kids, Drama",OVA,1.0,1992-06-21,1992-06-21,Spring 1992,Unknown,Unknown,Unknown,Other,G - All Ages,136,0,8,38.0,2,35.0,53.0,1992.0
5.81,4931,Ecchi,TV,9.0,1988-02-03,1988-03-30,Winter 1988,"AIC, Pony Canyon",Unknown,Unknown,Unknown,R+ - Mild Nudity,1338,1,65,438.0,48,84.0,703.0,1988.0
5.81,4932,Ecchi,TV,8.0,1988-07-07,1988-09-01,Summer 1988,"AIC, Pony Canyon",Unknown,Unknown,Unknown,R+ - Mild Nudity,1063,0,54,380.0,28,71.0,0.0,1988.0
5.81,4933,"Military, Music, Comedy, Parody",OVA,4.0,1993-09-01,1995-12-01,Summer 1993,"Youmex, Toho",Unknown,Ashi Production,Light novel,PG-13 - Teens 13 or older,1885,2,85,513.0,47,89.0,0.0,1993.0
5.81,4934,Hentai,OVA,3.0,1997-03-28,1997-08-29,Winter 1997,Pink Pineapple,SoftCel Pictures,Unknown,Manga,Rx - Hentai,1817,7,111,799.0,60,0.0,739.0,1997.0
5.81,4935,Hentai,OVA,5.0,2001-11-18,2002-10-18,Fall 2001,"Five Ways, Filmlink International, JapanAnime",Unknown,Unknown,Unknown,Rx - Hentai,1510,5,155,688.0,74,0.0,486.0,2001.0
5.81,4936,"Comedy, Harem, Romance",TV,13.0,2005-04-02,2005-06-25,Spring 2005,Trinet Entertainment,Discotek Media,Studio Flag,Manga,R+ - Mild Nudity,14063,18,835,6632.0,653,1249.0,4694.0,2005.0
5.81,4937,"Comedy, Horror, Fantasy",Movie,1.0,2009-03-12,2009-03-12,Winter 2009,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,448,0,21,158.0,8,40.0,221.0,2009.0
5.81,4938,Comedy,TV,78.0,2011-02-28,2011-06-15,Winter 2011,Unknown,Unknown,TUBA,Unknown,G - All Ages,613,2,26,402.0,19,80.0,86.0,2011.0
5.81,4939,"Action, Ecchi, Sports",TV,12.0,2013-10-06,2013-12-22,Fall 2013,"Movic, Earth Star Entertainment",Funimation,Arms,Manga,R+ - Mild Nudity,42979,63,2929,16567.0,1675,5398.0,16410.0,2013.0
5.81,4940,Music,ONA,1.0,2016-06-19,2016-06-19,Spring 2016,Unknown,Unknown,Unknown,Unknown,G - All Ages,475,0,15,252.0,3,18.0,187.0,2016.0
5.81,4942,"Action, Samurai",TV,12.0,2016-10-04,2016-12-11,Fall 2016,MAGES.,Unknown,Studio Pierrot,Manga,PG-13 - Teens 13 or older,19449,15,1840,7489.0,714,2804.0,6602.0,2016.0
5.81,4943,Sci-Fi,ONA,2.0,2017-04-28,2017-05-05,Spring 2017,Hulu,Unknown,Craftar Studios,Original,PG-13 - Teens 13 or older,6479,7,594,2151.0,291,273.0,3170.0,2017.0
5.81,4944,Dementia,Special,1.0,2018-04-20,2018-04-20,Spring 2018,"MAZRI, Audio Graphics Institute",Unknown,CLAP,Original,G - All Ages,1074,0,47,588.0,8,25.0,406.0,2018.0
5.81,4945,"Sci-Fi, Adventure, Mecha, Shounen",TV,12.0,2020-04-03,2020-06-19,Spring 2020,"Sega, Sammy, Tencent Japan",Funimation,SANZIGEN,Game,PG-13 - Teens 13 or older,13568,24,1523,2862.0,441,0.0,6440.0,2020.0
5.807017543859649,4946,"Action, Adventure, Comedy",TV,54.0,1990-08-21,2002-01-11,Summer 1990,KBS,Unknown,Unknown,Manga,PG - Children,243,0,19,84.0,7,57.0,76.0,1990.0
5.806451612903226,4947,"Music, Comedy",ONA,8.0,2017-08-17,2017-10-05,Summer 2017,Warner Music Japan,Unknown,Sega Interactive,Original,G - All Ages,267,0,25,37.0,8,21.0,0.0,2017.0
5.8,4948,Comedy,TV,1428.0,1976-10-01,1982-03-31,Fall 1976,Unknown,Unknown,Eiken,Unknown,G - All Ages,560,0,23,311.0,12,77.0,137.0,1976.0
5.8,4949,"Fantasy, Music, Kids",Movie,1.0,1977-09-10,1977-09-10,Summer 1977,Sanrio,Unknown,Unknown,Unknown,G - All Ages,488,0,13,270.0,4,52.0,149.0,1977.0
5.8,4951,"Music, Comedy, Parody, Dementia, Psychological, Ecchi",OVA,1.0,1987-10-20,1987-10-20,Fall 1987,Unknown,Unknown,Unknown,Original,G - All Ages,573,8,11,285.0,9,0.0,0.0,1987.0
5.8,4952,"Sci-Fi, Adventure",Special,1.0,1988-06-21,1988-06-21,Spring 1988,Unknown,Unknown,Production I.G,Game,PG-13 - Teens 13 or older,1087,1,31,546.0,29,0.0,431.0,1988.0
5.8,4953,Hentai,OVA,2.0,1998-02-27,1998-05-29,Winter 1998,Pink Pineapple,Unknown,Unknown,Visual novel,Rx - Hentai,1259,2,84,618.0,40,90.0,427.0,1998.0
5.8,4954,"Romance, Drama",OVA,3.0,2000-06-23,2000-10-27,Spring 2000,Unknown,Unknown,Pink Pineapple,Visual novel,R+ - Mild Nudity,1930,1,80,912.0,56,105.0,777.0,2000.0
5.8,4955,"Kids, Fantasy",OVA,1.0,2001-11-23,2001-11-23,Fall 2001,Sanrio,Unknown,Unknown,Unknown,G - All Ages,384,1,11,238.0,4,0.0,92.0,2001.0
5.8,4956,"Demons, Hentai, Supernatural",OVA,2.0,2005-04-25,2006-03-25,Spring 2005,"Milky Animation Label, JapanAnime",Unknown,Studio Jam,Manga,Rx - Hentai,2402,2,189,1211.0,118,121.0,763.0,2005.0
5.8,4957,Dementia,OVA,9.0,2005-11-25,2005-11-25,Fall 2005,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,589,0,24,271.0,11,47.0,236.0,2005.0
5.8,4958,"Adventure, Samurai, Fantasy",TV,26.0,2006-04-09,2006-10-08,Spring 2006,TBS,Unknown,ACC Production,Original,PG-13 - Teens 13 or older,6121,15,308,810.0,309,0.0,4056.0,2006.0
5.8,4959,"Romance, Sci-Fi",ONA,1.0,2006-07-21,2006-07-21,Summer 2006,Unknown,Sentai Filmworks,CoMix Wave Films,Original,PG-13 - Teens 13 or older,10490,4,222,5927.0,127,0.0,4091.0,2006.0
5.8,4960,"Comedy, Fantasy, Kids",Special,3.0,2007-04-21,2007-05-05,Spring 2007,"Shogakukan-Shueisha Productions, Epoch",Unknown,Unknown,Other,G - All Ages,235,0,13,84.0,6,43.0,89.0,2007.0
5.8,4962,Hentai,OVA,2.0,2010-02-12,2010-05-14,Winter 2010,Y.O.U.C,Unknown,Unknown,Visual novel,Rx - Hentai,4640,23,407,2619.0,213,214.0,1187.0,2010.0
5.8,4963,"Adventure, Comedy, Kids",Special,1.0,2011-06-19,2011-06-19,Spring 2011,Unknown,Unknown,Shin-Ei Animation,Unknown,PG - Children,541,1,19,267.0,10,0.0,198.0,2011.0
5.8,4964,"Adventure, Kids",Movie,1.0,2015-10-10,2015-10-10,Fall 2015,Unknown,Unknown,Shirogumi,Novel,PG - Children,515,2,16,178.0,10,57.0,254.0,2015.0
5.8,4965,"Slice of Life, Comedy, Sports, Shounen",TV,12.0,2016-04-12,2016-06-28,Spring 2016,"DAX Production, Earth Star Entertainment",Unknown,Millepensee,Manga,PG-13 - Teens 13 or older,10285,6,557,6104.0,235,0.0,2646.0,2016.0
5.8,4966,"Action, Slice of Life, Magic, Fantasy, School, Shoujo",Movie,1.0,2016-10-29,2016-10-29,Fall 2016,Kinoshita Group Holdings,Unknown,Unknown,Original,G - All Ages,902,1,29,573.0,14,62.0,224.0,2016.0
5.795918367346939,4967,"Fantasy, Kids",OVA,1.0,1993-10-21,1993-10-21,Fall 1993,Sanrio,Unknown,Unknown,Unknown,G - All Ages,205,0,7,91.0,3,35.0,69.0,1993.0
5.791666666666667,4968,Kids,ONA,1.0,2018-01-19,2018-01-19,Winter 2018,Unknown,Unknown,dwarf,Original,G - All Ages,191,0,6,112.0,4,23.0,46.0,2018.0
5.791044776119403,4969,"Fantasy, Kids",TV,26.0,1992-06-07,1992-12-06,Spring 1992,"Marubeni, Grouper Productions",Unknown,Unknown,Unknown,PG - Children,361,5,13,103.0,8,63.0,174.0,1992.0
5.79,4970,"Comedy, Ecchi, Romance, School",OVA,2.0,1997-04-21,1997-08-08,Spring 1997,Toei Video,Unknown,J.C.Staff,Unknown,R+ - Mild Nudity,1789,0,78,848.0,47,0.0,0.0,1997.0
5.79,4971,"Comedy, Hentai",OVA,2.0,2000-08-25,2001-05-04,Summer 2000,Unknown,Unknown,Studio Deen,Unknown,Rx - Hentai,1603,3,124,709.0,76,90.0,604.0,2000.0
5.79,4972,Hentai,OVA,2.0,2002-08-09,2002-11-15,Summer 2002,"Digital Works, Y.O.U.C",Unknown,Unknown,Unknown,Rx - Hentai,1618,5,142,799.0,82,0.0,505.0,2002.0
5.79,4973,Hentai,OVA,2.0,2004-02-27,2004-08-27,Winter 2004,NuTech Digital,Unknown,Unknown,Manga,Rx - Hentai,1374,5,117,708.0,70,73.0,406.0,2004.0
5.79,4974,Fantasy,Special,1.0,2011-08-19,2011-08-19,Summer 2011,"Lantis, Animation Do",Unknown,Kyoto Animation,Original,G - All Ages,3742,0,41,3185.0,25,0.0,440.0,2011.0
5.79,4976,"Action, Mystery, Comedy, Super Power, Supernatural, Martial Arts, Seinen",TV,12.0,2016-07-05,2016-09-20,Summer 2016,"TV Tokyo, Sotsu, AT-X, Magic Capsule, KlockWorx, DIVE II Entertainment, Avex Pictures, BS Japan","Funimation, Crunchyroll",J.C.Staff,Manga,R - 17+ (violence & profanity),215902,193,19168,115277.0,7843,29143.0,44471.0,2016.0
5.79,4977,"Comedy, Fantasy, Psychological, Sci-Fi",TV,12.0,2017-10-04,2017-12-20,Fall 2017,"VAP, Sotsu, bilibili, Crunchyroll SC Anime Fund",Funimation,"Shirogumi, EMT Squared",Web manga,PG-13 - Teens 13 or older,30156,44,2646,6136.0,1601,0.0,12982.0,2017.0
5.788732394366197,4979,"Adventure, Shoujo, Slice of Life",Movie,1.0,1982-03-13,1982-03-13,Winter 1982,Unknown,Unknown,Toei Animation,Unknown,Unknown,354,2,15,120.0,5,56.0,158.0,1982.0
5.7875,4980,"Kids, Fantasy",OVA,1.0,2001-08-24,2001-08-24,Summer 2001,Sanrio,Unknown,Unknown,Unknown,G - All Ages,257,0,8,137.0,2,35.0,0.0,2001.0
5.782608695652174,4981,"Adventure, Magic, Fantasy",Movie,1.0,2020-12-25,2020-12-25,Fall 2020,Unknown,Unknown,Studio 4°C,Picture book,Unknown,3442,1,74,30.0,49,16.0,3273.0,2020.0
5.78125,4982,"Adventure, Kids, Fantasy",OVA,10.0,1990-06-10,1990-06-10,Spring 1990,Unknown,Saban Entertainment,Unknown,Unknown,G - All Ages,381,4,20,147.0,11,0.0,160.0,1990.0
5.780821917808219,4983,"Fantasy, Kids",OVA,1.0,1994-02-21,1994-02-21,Winter 1994,Sanrio,Unknown,Unknown,Unknown,G - All Ages,260,0,9,131.0,3,0.0,81.0,1994.0
5.780487804878049,4984,"Comedy, Drama, Romance",Movie,1.0,2013-01-14,2013-01-14,Winter 2013,Unknown,Unknown,Unknown,Original,G - All Ages,94,0,1,60.0,1,4.0,0.0,2013.0
5.78,4985,"Adventure, Kids, Fantasy",Movie,1.0,1982-10-06,1982-10-06,Fall 1982,Toho,Unknown,Topcraft,Book,G - All Ages,708,2,22,371.0,15,45.0,255.0,1982.0
5.78,4986,"Action, Adventure, Psychological, Sci-Fi",OVA,1.0,1992-12-18,1992-12-18,Fall 1992,NEC Avenue,Unknown,Madhouse,Original,PG-13 - Teens 13 or older,2065,3,71,841.0,27,41.0,1085.0,1992.0
5.78,4987,"Action, Adventure, Fantasy",OVA,2.0,1993-03-21,1993-05-21,Winter 1993,KSS,Central Park Media,Unknown,Original,R - 17+ (violence & profanity),1488,1,70,667.0,31,54.0,666.0,1993.0
5.78,4988,"Adventure, Fantasy",OVA,3.0,1997-07-25,1997-11-28,Summer 1997,Magic Bus,ADV Films,Unknown,Game,R+ - Mild Nudity,1489,2,57,612.0,40,53.0,727.0,1997.0
